id,file_v1,author_ja,author_reading,author_sex,author_birth,author_death,title_aozora,aozora_person_id,aozora_work_id,aozora_card_url,year_first,year_first_end,year_source,period,period5,ndc,ndc_label,genre_main,genre_sub,form,audience,register_level,narration,first_medium,kana_orthography,completeness,note,tokens,types,ttr_x1000,kanji_ratio,katakana_ratio,bungo_per10k,kogo_per10k,p1_per10k,p3_per10k,gaiji_lost,kana_odoriji,kanji_odoriji,ditto_mark,latin_chars,arabic_digits,style_class,set,source_meta,measure_source,bungo_ratio,ndc_all,shoshutsu,needs_review
JLIT083,,伊藤野枝,いとう のえ,F,1895,1923,ある男の堕落,000416,003577,https://www.aozora.gr.jp/cards/000416/card3577.html,1923,1923,aozora_index,4_大正(1912-1925),4_大正(1912-1925),913,日本文学／小説・物語,Fiction,Modern,short-story,general,canonical,third,magazine,新字新仮名,complete,底本: 伊藤野枝全集　上 ／ 『青鞜』系の女性作家,8135,1495,183.77,0.2764,0.0065,29.5,382.3,158.6,169.6,0,0,25,0,115,0,C_口語体,expansion,aozora_index+candidates+editorial,rebuilt:tokens_surface,0.072,,「女性改造　第二巻第十一号」1923（大正12）年11月,
JLIT084,,伊藤野枝,いとう のえ,F,1895,1923,新らしき女の道,000416,056232,https://www.aozora.gr.jp/cards/000416/card56232.html,1913,1913,aozora_index,4_大正(1912-1925),4_大正(1912-1925),367,社会科学／家族・女性・性問題,Nonfiction,Criticism,essay,general,canonical,first,magazine,新字旧仮名,too_short,"底本: 定本　伊藤野枝全集　第二巻　評論・随筆・書簡1――『青鞜』の時代 ／ 1,207字と短い評論 ／ 短すぎるため分析から除外: 1,207字・743語。同上。伊藤野枝は『ある男の堕落』(003577) で残る",743,260,349.93,0.4353,0.0,107.7,215.3,13.5,40.4,0,0,3,0,0,0,B_過渡的文体,expansion,aozora_index+candidates+editorial,rebuilt:tokens_surface,0.333,,「青鞜　第三巻第一号附録」1913（大正2）年1月1日,
JLIT085,,樋口一葉,ひぐち いちよう,F,1872,1896,たけくらべ,000064,056041,https://www.aozora.gr.jp/cards/000064/card56041.html,1895,1896,aozora_index,2_明治中期(1887-1899),1_明治前期〜中期(〜1899),913,日本文学／小説・物語,Fiction,Modern,novella,general,canonical,third,book,新字旧仮名,complete,底本: にごりえ・たけくらべ ／ 雅俗折衷体。会話符を使わないので会話文比率は欠測,17904,3640,203.31,0.3612,0.0005,89.9,12.3,16.2,0.6,0,0,28,0,0,0,A_文語体,expansion,aozora_index+candidates+editorial,rebuilt:tokens_surface,0.88,,「文学界」文学界雑誌社、1895（明治28）年1～3、8、11、12月、1896（明治29）年1月,
JLIT086,,樋口一葉,ひぐち いちよう,F,1872,1896,にごりえ,000064,056042,https://www.aozora.gr.jp/cards/000064/card56042.html,1895,1895,aozora_index,2_明治中期(1887-1899),1_明治前期〜中期(〜1899),913,日本文学／小説・物語,Fiction,Modern,novella,general,canonical,third,magazine,新字旧仮名,complete,底本: にごりえ・たけくらべ ／ 同上,12809,2583,201.66,0.3151,0.0011,78.1,40.6,50.7,1.6,0,0,16,0,0,0,A_文語体,expansion,aozora_index+candidates+editorial,rebuilt:tokens_surface,0.658,,「文芸倶楽部」1895（明治28）年9月号,
JLIT087,,樋口一葉,ひぐち いちよう,F,1872,1896,十三夜,000064,000386,https://www.aozora.gr.jp/cards/000064/card386.html,1895,1895,aozora_index,2_明治中期(1887-1899),1_明治前期〜中期(〜1899),913,日本文学／小説・物語,Fiction,Modern,short-story,general,canonical,third,magazine,旧字旧仮名,complete,底本: 日本現代文學全集　10　樋口一葉集 ／ 同上。会話文比率は partial,8350,1687,202.04,0.3595,0.0007,70.7,75.4,73.1,25.1,0,0,13,0,0,0,B_過渡的文体,expansion,aozora_index+candidates+editorial,rebuilt:tokens_surface,0.484,,「文藝倶樂部　閨秀小説號」博文館、1895（明治28）年12月10日,
JLIT088,,水野仙子,みずの せんこ,F,1888,1919,四十余日,000112,000601,https://www.aozora.gr.jp/cards/000112/card601.html,1910,1910,editor,3_明治後期(1900-1911),3_明治後期(1900-1911),913,日本文学／小説・物語,Fiction,Modern,short-story,general,middlebrow,first,magazine,旧字旧仮名,complete,底本: 明治文學全集　82　明治女流文學集（二） ／ 花袋門下・『青鞜』同人。自伝的 ／ 初出は「趣味」1910（明治43）年5月。底本が『明治文學全集82 明治女流文學集（二）』であることとも整合する。増補候補表の 1913 は誤りだったので訂正,8445,1668,197.51,0.3019,0.0007,24.9,16.6,22.5,0.0,0,0,12,0,0,0,A_文語体,expansion,aozora_index+candidates+editorial,rebuilt:tokens_surface,0.6,,,
JLIT089,,水野仙子,みずの せんこ,F,1888,1919,脱殻,000112,004263,https://www.aozora.gr.jp/cards/000112/card4263.html,1913,1913,aozora_index,4_大正(1912-1925),4_大正(1912-1925),913,日本文学／小説・物語,Fiction,Modern,short-story,general,middlebrow,third,magazine,新字旧仮名,complete,底本: 水野仙子　四篇 ／ 同上,5237,1137,217.11,0.2707,0.0077,24.8,34.4,328.4,5.7,0,0,4,0,6,0,B_過渡的文体,expansion,aozora_index+candidates+editorial,rebuilt:tokens_surface,0.419,,「新潮　十九巻六号」1913（大正2）年12月発行,
JLIT090,,田村俊子,たむら としこ,F,1884,1945,木乃伊の口紅,000655,005006,https://www.aozora.gr.jp/cards/000655/card5006.html,1913,1913,aozora_index,4_大正(1912-1925),4_大正(1912-1925),913,日本文学／小説・物語,Fiction,Modern,novella,general,canonical,third,magazine,旧字旧仮名,complete,底本: 田村俊子作品集・1 ／ 旧字旧仮名。正書法の統制に注意,24861,3117,125.38,0.3267,0.0021,14.9,16.1,77.2,2.8,0,0,28,0,0,0,B_過渡的文体,expansion,aozora_index+candidates+editorial,rebuilt:tokens_surface,0.481,,「中央公論」1913（大正2）年4月,
JLIT091,,上田敏,うえだ びん,M,1874,1916,海潮音,000235,002259,https://www.aozora.gr.jp/cards/000235/card2259.html,1905,1905,editor,3_明治後期(1900-1911),3_明治後期(1900-1911),908,文学／叢書・全集（翻訳詩集を含む）,Nonfiction,Translation-Verse,collection,general,canonical,none,book,新字旧仮名,complete,"底本: 海潮音　上田敏訳詩集 ／ 訳詩集。韻文なので散文の文体指標は適用外 ／ 初出媒体は編者の判断（青空文庫の索引に初出欄なし）: 本郷書院, 1905。個々の訳詩は「明星」等に既出",14496,4097,282.63,0.3713,0.0504,183.5,0.0,0.0,10.3,0,0,21,0,0,0,A_文語体,expansion,aozora_index+candidates+editorial,rebuilt:tokens_surface,1.0,,,
JLIT092,,北村透谷,きたむら とうこく,M,1868,1894,内部生命論,000157,043443,https://www.aozora.gr.jp/cards/000157/card43443.html,1893,1893,aozora_index,2_明治中期(1887-1899),1_明治前期〜中期(〜1899),914,日本文学／評論・随筆,Nonfiction,Criticism,treatise,general,canonical,none,magazine,新字旧仮名,complete,底本: 現代日本文學大系　6　北村透谷・山路愛山集 ／ 明治期批評文,4151,765,184.29,0.4289,0.0321,604.7,0.0,0.0,62.6,0,0,4,0,30,0,A_文語体,expansion,aozora_index+candidates+editorial,rebuilt:tokens_surface,1.0,,「文学界」1893（明治26）年5月31日,
JLIT093,,寺田寅彦,てらだ とらひこ,M,1878,1935,柿の種,000042,001684,https://www.aozora.gr.jp/cards/000042/card1684.html,1933,1933,editor,5_昭和戦前(1926-1944),5_昭和戦前(1926-1944),914,日本文学／評論・随筆,Nonfiction,Science-Essay,collection,general,canonical,first,book,新字新仮名,complete,"底本: 柿の種 ／ 科学随筆の断章集 ／ 初出媒体は編者の判断（青空文庫の索引に初出欄なし）: 小山書店, 1933。断章は「渋柿」に連載",39483,5905,149.56,0.3118,0.0305,14.9,186.4,38.5,4.3,0,0,48,0,88,16,C_口語体,expansion,aozora_index+candidates+editorial,rebuilt:tokens_surface,0.074,,,
JLIT094,,岡本綺堂,おかもと きどう,M,1872,1939,修禅寺物語,000082,001312,https://www.aozora.gr.jp/cards/000082/card1312.html,1911,1911,aozora_index,3_明治後期(1900-1911),3_明治後期(1900-1911),912,日本文学／戯曲,Fiction,Drama,play,general,canonical,dialogue,magazine,新字新仮名,complete,底本: 日本の文学　77　名作集（一） ／ 戯曲。会話は話者名と字下げで示すので会話文比率は欠測,6879,1710,248.58,0.3391,0.0001,77.0,113.4,26.2,2.9,0,0,5,0,0,0,B_過渡的文体,expansion,aozora_index+candidates+editorial,rebuilt:tokens_surface,0.404,,「文芸倶楽部」1911（明治44）年1月,
JLIT095,,岸田国士,きしだ くにお,M,1890,1954,紙風船（一幕）,001154,052082,https://www.aozora.gr.jp/cards/001154/card52082.html,1925,1925,aozora_index,4_大正(1912-1925),4_大正(1912-1925),912,日本文学／戯曲,Fiction,Drama,play,general,canonical,dialogue,magazine,新字旧仮名,complete,底本: 岸田國士全集1 ／ 大正期の口語戯曲。一幕物,3906,834,213.52,0.2698,0.0181,25.6,23.0,112.6,0.0,0,0,1,0,0,0,B_過渡的文体,expansion,aozora_index+candidates+editorial,rebuilt:tokens_surface,0.527,,「文芸春秋　第三年第五号」1925（大正14）年5月1日,
JLIT096,,柳田国男,やなぎた くにお,M,1875,1962,遠野物語,001566,052504,https://www.aozora.gr.jp/cards/001566/card52504.html,1910,1910,aozora_index,3_明治後期(1900-1911),3_明治後期(1900-1911),382,民俗学／風俗史・民俗誌,Nonfiction,Ethnography,collection,general,documentary,third,book,新字新仮名,complete,"底本: 遠野物語・山の人生 ／ 民俗誌。119話の集成。文語の記述 ／ 初出媒体は編者の判断（青空文庫の索引に初出欄なし）: 私家版, 1910年6月14日",22974,3740,162.79,0.3543,0.0189,408.7,2.2,9.1,2.6,0,0,73,0,0,0,A_文語体,expansion,aozora_index+candidates+editorial,rebuilt:tokens_surface,0.995,,「遠野物語」柳田國男、1910（明治43）年6月14日,
JLIT097,,森鴎外,もり おうがい,M,1862,1922,即興詩人,000129,004376,https://www.aozora.gr.jp/cards/000019/card4376.html,1892,1901,editor,2_明治中期(1887-1899),1_明治前期〜中期(〜1899),949,その他の諸文学／小説（翻訳）,Fiction,Translation,novel,general,canonical,first,magazine,旧字旧仮名,complete,底本: 定本限定版　現代日本文學全集　13　森鴎外集（二） ／ アンデルセン。雅文体翻訳の一人称 ／ 初出媒体は編者の判断（青空文庫の索引に初出欄なし）: 「しがらみ草紙」「めさまし草」1892〜1901連載,161630,12077,74.72,0.3417,0.0535,356.3,0.6,3.5,19.6,0,0,335,0,97,8,A_文語体,expansion,aozora_index+candidates+editorial,rebuilt:tokens_surface,0.998,,,
JLIT098,,永井荷風,ながい かふう,M,1879,1959,日和下駄,001341,049658,https://www.aozora.gr.jp/cards/001341/card49658.html,1915,1915,editor,4_大正(1912-1925),4_大正(1912-1925),914,日本文学／評論・随筆,Nonfiction,Sketch-Essay,essay,general,canonical,first,magazine,新字新仮名,complete,底本: 荷風随筆集（上） ／ 副題「一名 東京散策記」。大正期随筆の代表 ／ 初出媒体は編者の判断（青空文庫の索引に初出欄なし）: 「三田文学」1914〜1915連載,30972,5440,175.64,0.4414,0.0079,52.0,126.9,55.5,3.6,0,0,80,0,20,0,B_過渡的文体,expansion,aozora_index+candidates+editorial,rebuilt:tokens_surface,0.291,,,
JLIT099,,石川啄木,いしかわ たくぼく,M,1886,1912,時代閉塞の現状,000153,000814,https://www.aozora.gr.jp/cards/000153/card814.html,1910,1913,editor,3_明治後期(1900-1911),3_明治後期(1900-1911),914,日本文学／評論・随筆,Nonfiction,Criticism,treatise,general,canonical,none,book,新字新仮名,complete,"底本: 日本文学全集　12　国木田独歩　石川啄木集 ／ 評論 ／ 初出媒体は編者の判断（青空文庫の索引に初出欄なし）: 1910年執筆・生前未発表。『啄木遺稿』(東雲堂,1913)が初出",5819,1042,179.07,0.3441,0.0045,41.2,299.0,6.9,53.3,0,0,88,0,0,0,B_過渡的文体,expansion,aozora_index+candidates+editorial,rebuilt:tokens_surface,0.121,,,
JLIT100,,菊池寛,きくち かん,M,1888,1948,父帰る,000083,000502,https://www.aozora.gr.jp/cards/000083/card502.html,1917,1917,editor,4_大正(1912-1925),4_大正(1912-1925),912,日本文学／戯曲,Fiction,Drama,play,general,canonical,dialogue,magazine,新字新仮名,complete,底本: 菊池寛　短篇と戯曲 ／ 一幕物。会話文比率の極値として参照点になる ／ 初出媒体は編者の判断（青空文庫の索引に初出欄なし）: 「新思潮」1917（大正6）年1月,4331,926,213.81,0.3029,0.0025,32.3,194.0,133.9,6.9,0,0,1,0,0,0,C_口語体,expansion,aozora_index+candidates+editorial,rebuilt:tokens_surface,0.143,,,
JLIT101,,中島敦,なかじま あつし,M,1909,1942,山月記,000119,000624,https://www.aozora.gr.jp/cards/000119/card624.html,1942,1942,editor,5_昭和戦前(1926-1944),5_昭和戦前(1926-1944),913,日本文学／小説・物語,Fiction,Historical,short-story,general,canonical,third,magazine,新字新仮名,complete,底本: 李陵・山月記 ／ 漢文脈の濃い短篇 ／ 初出媒体は編者の判断（青空文庫の索引に初出欄なし）: 「文學界」1942（昭和17）年2月,3515,1001,284.78,0.3753,0.0,31.3,113.8,68.3,28.4,0,0,14,0,0,0,B_過渡的文体,expansion,aozora_index+candidates+editorial,rebuilt:tokens_surface,0.216,,,
JLIT102,,中島敦,なかじま あつし,M,1909,1942,李陵,000119,001737,https://www.aozora.gr.jp/cards/000119/card1737.html,1943,1943,editor,5_昭和戦前(1926-1944),5_昭和戦前(1926-1944),913,日本文学／小説・物語,Fiction,Historical,novella,general,canonical,third,magazine,新字新仮名,complete,底本: 李陵・山月記・弟子・名人伝 ／ 同上 ／ 初出媒体は編者の判断（青空文庫の索引に初出欄なし）: 「文學界」1943（昭和18）年7月。没後発表,20730,3945,190.3,0.3533,0.0052,38.6,140.4,14.0,68.0,0,0,33,0,0,0,B_過渡的文体,expansion,aozora_index+candidates+editorial,rebuilt:tokens_surface,0.216,,,
JLIT103,,太宰治,だざい おさむ,M,1909,1948,津軽,000035,002282,https://www.aozora.gr.jp/cards/000035/card2282.html,1944,1944,aozora_index,5_昭和戦前(1926-1944),5_昭和戦前(1926-1944),913,日本文学／小説・物語,Nonfiction,Travel,travelogue,general,canonical,first,book,新字旧仮名,complete,底本: 太宰治全集第六巻 ／ 紀行。NDC は 913 だが小説ではなく紀行として扱う,65722,7507,114.22,0.3209,0.0151,34.1,129.5,138.6,2.3,0,0,79,0,243,0,B_過渡的文体,expansion,aozora_index+candidates+editorial,rebuilt:tokens_surface,0.208,,「新風土記叢書7　津輕」小山書店、1944（昭和19）年11月15日,
JLIT104,,室生犀星,むろう さいせい,M,1889,1962,幼年時代,001579,053013,https://www.aozora.gr.jp/cards/001579/card53013.html,1919,1919,editor,4_大正(1912-1925),4_大正(1912-1925),913,日本文学／小説・物語,Fiction,Bildungsroman,novella,general,canonical,first,magazine,新字新仮名,complete,底本: 或る少女の死まで　他二篇 ／ 自伝的三部作の一 ／ 初出媒体は編者の判断（青空文庫の索引に初出欄なし）: 「中央公論」1919（大正8）年8月,18487,2783,150.54,0.2622,0.0059,31.4,192.0,287.2,27.6,0,0,3,0,2,0,C_口語体,expansion,aozora_index+candidates+editorial,rebuilt:tokens_surface,0.141,,,
JLIT105,,室生犀星,むろう さいせい,M,1889,1962,性に眼覚める頃,001579,053012,https://www.aozora.gr.jp/cards/001579/card53012.html,1919,1919,editor,4_大正(1912-1925),4_大正(1912-1925),913,日本文学／小説・物語,Fiction,Bildungsroman,novella,general,canonical,first,magazine,新字新仮名,complete,底本: 或る少女の死まで　他二篇 ／ 同上 ／ 初出媒体は編者の判断（青空文庫の索引に初出欄なし）: 「中央公論」1919（大正8）年10月,23632,3295,139.43,0.2642,0.0026,42.3,198.5,207.3,63.1,0,0,0,0,12,0,B_過渡的文体,expansion,aozora_index+candidates+editorial,rebuilt:tokens_surface,0.176,,,
JLIT106,,徳冨蘆花,とくとみ ろか,M,1868,1927,みみずのたはこと,000280,001704,https://www.aozora.gr.jp/cards/000279/card1704.html,1913,1913,editor,4_大正(1912-1925),4_大正(1912-1925),914,日本文学／評論・随筆,Nonfiction,Sketch-Essay,collection,general,canonical,first,book,新字新仮名,complete,"底本: みみずのたはこと（下） ／ 随筆集。『不如帰』(1898)との文体差が測れる ／ 初出媒体は編者の判断（青空文庫の索引に初出欄なし）: 新橋堂, 1913",164882,16023,97.18,0.4468,0.0169,42.5,110.5,21.5,58.1,0,0,569,0,195,0,B_過渡的文体,expansion,aozora_index+candidates+editorial,rebuilt:tokens_surface,0.278,,,
JLIT107,,石川啄木,いしかわ たくぼく,M,1886,1912,雲は天才である,000153,045462,https://www.aozora.gr.jp/cards/000153/card45462.html,1919,1919,aozora_index,4_大正(1912-1925),4_大正(1912-1925),913,日本文学／小説・物語,Fiction,Modern,novella,general,canonical,third,book,新字旧仮名,incomplete,底本: 石川啄木全集　第三巻　小説 ／ 未完。会話符は『』が第一階層,19949,3499,175.4,0.4314,0.0259,31.6,168.9,121.3,8.0,0,0,67,0,8,1,C_口語体,expansion,aozora_index+candidates+editorial,rebuilt:tokens_surface,0.158,,「啄木全集　第一巻　小説」新潮社、1919（大正8）年4月21日,
JLIT108,,芥川竜之介,あくたがわ りゅうのすけ,M,1892,1927,河童,000879,000069,https://www.aozora.gr.jp/cards/000879/card69.html,1927,1927,aozora_index,5_昭和戦前(1926-1944),5_昭和戦前(1926-1944),913,日本文学／小説・物語,Fiction,Satire,novella,general,canonical,first,magazine,新字新仮名,complete,底本: 河童・或る阿呆の一生 ／ 枠物語。「第二十三号」の手記という一人称,20836,2754,132.18,0.2673,0.0535,54.2,540.4,159.3,13.0,0,0,85,0,107,0,B_過渡的文体,expansion,aozora_index+candidates+editorial,rebuilt:tokens_surface,0.091,,「改造」1927（昭和2）年3月,
JLIT109,,芥川竜之介,あくたがわ りゅうのすけ,M,1892,1927,羅生門,000879,000127,https://www.aozora.gr.jp/cards/000879/card127.html,1915,1915,aozora_index,4_大正(1912-1925),4_大正(1912-1925),913,日本文学／小説・物語,Fiction,Historical,short-story,general,canonical,third,magazine,新字新仮名,complete,底本: 芥川龍之介全集1 ／ 今昔物語に取材した歴史小説,3354,819,244.19,0.3136,0.0,29.8,262.4,17.9,0.0,0,0,5,0,15,0,C_口語体,expansion,aozora_index+candidates+editorial,rebuilt:tokens_surface,0.102,,「帝国文学」1915（大正4）年11月号,
